name,score,stars_y,review_count,city
Fellini Cafe of Media,3.1017131133442657,4.0,508,Media
Feltonville Express Pizza,0.5387276278409091,2.0,26,Philadelphia
Fez Moroccon Restaurant,2.1329252264864764,3.0,147,Philadelphia
Fiamme Pizza,3.5367538226948687,4.5,374,Tucson
Fiesta Azteca,2.514692307692308,4.0,15,La Vergne
Fiesta Lanes,2.1130882352941174,3.0,50,Tucson
Fiesta Maya Mexican Grill,3.398228786762109,4.5,130,Springfield
Fiesta Taqueria,3.3956564753173994,4.5,123,Largo
Filipiniana Philippine Café,2.813931553616634,4.0,108,Tampa
Filipino and Pho 97 Restaurant,2.159175824175824,2.5,7,Edmonton
Fill A Bagel & Breads,3.127216354875283,3.5,146,Jenkintown
Filomena Cucina Italiana,2.9211359560353065,4.0,75,Blackwood
Finley's Irish Pub & Eatery,3.2134608053099805,3.5,129,Largo
Finnegan's Pub,1.9880065076366706,3.0,70,Tucson
Fiore Cantina Italiana,1.3866536796536795,2.0,9,Edmonton
Fire + Spice Tucson,1.445113057081807,3.5,41,Tucson
Firebirds Wood Fired Grill,2.7406604645587698,3.5,417,St Charles
Fired Up BBQ,2.2621423498376623,3.5,53,Edmonton
Firehouse Bar & Grill St. Louis,2.28723634085213,4.0,76,Saint Louis
Firehouse Subs,2.7912585333588362,3.0,16,Indianapolis
Fireside Pizza Cafe,2.924685895331675,4.0,234,Palm Harbor
First Watch,2.831669983669712,4.0,320,Indianapolis
Fish & Co,3.65375,3.0,34,Nashville
Fisher's Tudor House,1.3633773291925464,2.5,42,Bensalem
Fisherman's Cove Seafood,2.905357977444647,4.0,91,Kenner
Fitlife Foods - Wesley Chapel,0.8174999999999999,4.5,18,Wesley Chapel
Five Guys,2.623943924620563,2.5,36,Boise
Five Guys Burgers and Fries,3.1232068452380957,4.5,12,Glen Mills
Five Guys Famous Burgers & Fries,3.6344444444444446,4.0,14,Tampa
Five Star Pizza,2.343462486917844,4.0,95,Tampa
Flambo Caribbean Restaurant,3.4870550863745304,4.5,138,Philadelphia
Flap-Jacks Pancake House,3.4245431203152554,4.0,78,Indianapolis
Flatbreads,2.152402597402597,2.5,24,Tampa
Flavor of India,2.9734934740903096,4.0,104,Saint Louis
Fleming's Prime Steakhouse & Wine Bar - Indianapolis,2.517005879315664,4.0,165,Indianapolis
Fleming’s Prime Steakhouse & Wine Bar,3.476263546597194,3.5,155,Metairie
Fleur de Lilly Rivertown Cafe Restaurant & Bar,1.7976893939393939,4.0,17,Kenner
Florida Subs & Gyros,3.4043769390331886,4.5,63,Clearwater
Flowing Tide Pub 3,2.677815789473684,4.0,102,Reno
Flying Pie Pizzaria,2.3977822607387,3.0,160,Meridian
Food Drunk Food Truck,3.0601325388626526,4.0,29,New Orleans
Food Source,2.3923020833333335,3.5,32,Reno
Foodery,2.6908776275007042,3.5,113,Philadelphia
Foodie Call,2.5085890339405963,4.0,23,New Orleans
Foods On First,2.2016757518796988,3.5,96,Philadelphia
Fort Ben Pub,3.53,4.0,47,Indianapolis
Fortel's Pizza Den,2.3235059523809523,3.5,64,Saint Louis
Fortunatos Pizza Station,2.1514449404761904,3.5,46,Pinellas Park
Fortune Chinese Restaurant,1.6804457469001588,3.5,87,Philadelphia
Foundation Room,3.306557781385281,4.5,60,New Orleans
Four Green Fields,3.449236616161616,4.5,39,Tampa
Fox & Hound,0.858900172879069,2.0,47,Goodlettsville
Fox and Hound English Pub and Grille,1.8430518475649775,3.0,65,Indianapolis
Fox’s Pizza Den,2.133023214285714,3.0,40,Zionsville
Foysters Dockside BYOB,3.5922744360902255,4.0,7,Delran
Foyt Wine Vault,2.8958441558441557,4.5,49,Indianapolis
Frabotta's Beach Kitchen,3.5353651785714284,4.0,188,Madeira Beach
Frady's One Stop Food Store,3.247273707664884,4.5,73,New Orleans
Francesco's Pizzeria & Ristorante,2.659780623582766,4.5,33,Burlington
Franci's Cafe,2.4135416666666667,4.5,34,Tampa
Francisco's On The River,2.7833509562052217,4.0,109,Washington Crossing
Francos Tomato Pies,1.4620663265306122,3.0,34,Yardley
Frank's Diner,3.104937509018759,3.0,30,Hudson
Frank's Pizza & Restaurant,2.7889821534315264,3.5,116,Tampa Bay
Frank's Spaghetti House,2.8226728896103896,3.5,43,Philadelphia
Frankie's Deli,3.4101662457912454,3.5,26,Clearwater
Franklin Juice Co,3.4587292613636365,4.5,66,Franklin
Franklin's,2.3526578841309194,3.5,129,Philadelphia
Franks Restaurant,3.654140625,3.5,32,Alton
Franny Lou's Porch,3.640970238095238,4.5,68,Philadelphia
Franzone's Pizzeria & Restaurant,2.584170914298734,3.5,110,Philadelphia
Fratelly Pizza & Restaurant,0.6302172619047619,2.0,20,Philadelphia
Fray's Donut House,3.2591339285714285,4.5,60,Saint Petersburg
Frazer Diner,1.8890241615463388,3.5,51,Frazer
Freddy's Frozen Custard & Steakburgers,2.4904656320471257,3.5,112,Marana
Frencheeze Food Truck,3.5934848484848483,4.0,30,New Orleans
Fresco Italian Sandwich Shoppe,3.168237847222222,4.5,41,Indianapolis
Fresco Pizzeria,2.8961509163533834,4.0,240,Tucson
Fresh Bar,2.1541719955768865,3.0,60,New Orleans
Fresh Cafe and Catering,2.5631430704384224,4.0,43,Tucson
Fresh Express,1.756427976190476,3.5,12,Reno
Fresh Gulf Seafood,2.8495918367346937,4.0,32,Philadelphia
Fresh Healthy Cafe,2.1633768939393936,3.5,8,Sherwood Park
Freshii,2.9167706050377924,4.0,98,St. Petersburg
Friendly's,1.4340017196149712,2.0,33,Springfield
Friendly's - Pottstown,2.291022091036054,2.0,37,Pottstown
Friendly's Bar And Grill,1.4105166666666666,3.0,19,Saint Louis
Fries Rebellion,2.597293059825318,3.5,103,Quakertown
Frist Art Museum Cafe,2.336884294871795,4.0,16,Nashville
Frog Bar & Grill,3.7015,4.0,16,Santa Barbara
Frontenac Grill,2.3463201197413697,3.0,22,Frontenac
Frontier Steakhouse,2.141614583333333,3.5,95,Tampa
Frosty Boy Drive-In,3.3731717878870895,4.5,54,New Palestine
Fuji Mountain Japanese Restaurant,2.9396875,4.0,44,Bryn Mawr
Fulin's Asian Cuisine,1.9036381800202697,3.0,126,Mt. Juliet
Fulton Alley,2.6091614928050344,3.5,182,New Orleans
Fulton Street Cafe,1.0109374999999998,3.0,24,New Orleans
Fusion Pizza & Grill,0.6575,2.5,6,Philadelphia
Fuzzy's Taco Shop,2.886827216291705,3.0,172,Tampa
G Peppers Grill & Tavern,2.723261607142857,4.0,82,Odessa
Gachi Sushi and Noodle,3.614800922761449,4.0,95,Philadelphia
Gaetano's of West Berlin,2.370652820910973,3.0,33,West Berlin
Galatoire's 33 Bar & Steak,2.6983184940099494,4.0,217,New Orleans
Gandolfo's New York Deli,0.7048153409090908,2.5,23,Tampa
Garage Pizza,2.620867465867466,4.0,6,New Orleans
Garbonzo's Pizza,1.461593445616883,3.5,26,Meridian
Garcias Mexican Restaurant,3.222448376623377,4.0,158,Franklin
Garden Bakery,2.399783337512758,3.5,45,Edmonton
Gary Ray's Texas BBQ,1.875829395531369,2.5,23,Tucson
Gateway Entertainment Centre,1.307071083933987,2.5,43,Edmonton
Gateway To India,3.0856056064270594,4.0,393,St. Petersburg
Gator's Dockside - Tampa,2.4833815675139452,3.5,158,Tampa
Gators Cafe & Saloon,2.3045618267399264,3.0,301,Treasure Island
Gavi Italian Restaurant,2.3670254629629626,3.5,6,Tucson
Gaylord Opryland Resort & Convention Center,2.21407235823178,3.0,1639,Nashville
General Tso's House,2.9656249999999997,3.0,38,Indianapolis
Gennaro's Tomato PIE,3.066302632169546,3.5,49,Philadelphia
Genoa Pizza and Grill,2.3711169602116295,4.0,24,Glenolden
Gentelin's On Broadway,3.036284573264038,4.0,69,Alton
George Rivolo Diner,2.8683455387205385,4.5,29,Saint Louis
George's Restaurant,0.6549999999999999,3.5,9,Mount Holly
George's Sandwich Shop,2.7036477611878085,4.0,93,Philadelphia
George's Wings,2.720341385796743,3.5,50,Philadelphia
Georgio's Pizza & Burgers,3.5582091836734695,3.5,9,Media
German Bistro,2.4003353174603173,4.0,25,Tampa
Germantown Pub,2.5255194743703266,3.5,167,Nashville
Ghini's French Caffe,2.7880403243825946,3.5,427,Tucson
Gia's Pizza,2.564933477864385,3.5,96,O Fallon
Gianna's Grille,2.7304353885493593,3.5,78,Philadelphia
Gigi and Big R,2.604361640641105,4.0,81,Philadelphia
Gillane's Bar & Grille,3.521005411255411,3.0,23,Ardmore
Gin Korean BBQ,2.8160737283549784,3.5,123,Metairie
Gini's Restaurant,3.586995879120879,4.5,12,Edmonton
Ginza Restaurant,3.3624409226190473,3.5,74,Land O Lakes
Gio's,3.2030337478741493,4.0,95,Tampa
Giordano's,2.514656116096677,3.5,284,Indianapolis
Giorgio Pizza on Pine,2.9103125,2.5,19,Philadelphia
Giovani Pizza,2.426237490492233,3.5,32,Philadelphia
Giovanni's Kitchen,3.25934800170068,4.0,75,Saint Louis
Giovanni's Pizzeria,2.1694281916000664,2.5,46,Philadelphia
Give Me Suga,3.3198214285714287,4.5,10,Chester
Global A'fare,2.7020674893288525,4.0,40,Tampa
Global Quesadilla Company,2.4315710575180223,3.5,146,Chesterfield
Glory Days Grill,3.3005987103174603,4.0,147,Brandon
Go! Gyro! Go!,3.5974415584415587,4.5,49,Saint Louis
Godavari,1.5044340034965034,3.5,32,Brentwood
Godfather's Pizza,1.064313381724096,3.0,58,Reno
Gold Coffee Pancake House,2.6338871654748606,3.5,92,Indianapolis
Golden Capital Restaurant,0.6921587519623233,3.5,8,Sherwood Park
Golden China Chinese Restaurant,2.126742607947608,4.0,30,Warminster
Golden China Restaurant,2.93346875,3.5,13,Tucson
Golden Chopstick Chinese Restaurant,2.7046698345672553,3.0,137,Philadelphia
Golden Corral Buffet & Grill,2.405112572056223,2.0,34,Saint Charles
Golden House,1.3773593749999997,3.0,16,Ambler
Golden River Restaurant,3.589892857142857,5.0,8,Riverside
Golden Triangle,3.506259837715071,4.5,159,Philadelphia
Golden Wings,3.2484012276785714,4.5,71,Gretna
Golden Wok,0.9917857142857143,2.5,12,Fishers
Goldy's Chick - n - Mex,2.1414999999999997,3.0,10,Wood River
Good Karma Cafe,3.0570798769219425,4.0,249,Philadelphia
Good Times Saloon,1.365,3.0,11,Dupo
Goody's Cafe,3.1444272919199023,3.5,31,Terrytown
Goose Creek Grill,2.2414938531609376,3.5,70,West Chester
Gourmet Pizza Company,2.527060853732005,4.0,185,Tampa
Gourmet Wok,2.2999452947845804,3.5,72,Chalfont
Grabbagreen - Franklin,3.061010508580335,4.0,73,Franklin
Grace Meat + Three,3.0820204641166935,4.5,470,St. Louis
Gracious Goods Cafe,2.8607142857142853,3.0,22,Edmonton
Grain Exchange,2.7483082960927687,3.5,239,Philadelphia
Gran Agave,3.1487878721135187,3.5,214,Riverview
Grand Deli & Subs,3.5707954545454546,4.0,34,New Port Richey
Grand Hyatt Tampa Bay,2.996756278766323,4.0,246,Tampa
Grand Isle,2.5819840539835344,4.0,588,New Orleans
Grand Lux Cafe,2.537462174889775,3.5,422,Cherry Hill
Granite City Food & Brewery,2.269965469397576,3.5,258,Indianapolis
Gray Brothers Cafeteria,2.866311123699245,4.0,302,Mooresville
Great American Steakburger,2.3538983838383833,3.5,26,Tucson
Great Rivers Tap & Grill,2.1007373737373736,3.5,24,Alton
Great Shanghai Chinese Restaurant,3.48,3.5,19,Morrisville
Great Taste Chinese Food,2.8064057239057236,3.5,22,Maple Shade
Great Wall,2.18819696969697,2.5,39,Saint Petersburg
Greco Roman,2.5791066468253967,4.0,33,Norristown
Greek Sotir Grill,1.6820659722222222,3.5,21,Hermitage
Green Basil Thai Kitchen,2.402803360276087,4.0,74,Philadelphia
Green Herb Thai Cuisine,2.166833333333333,4.0,39,Drexel Hill
Green Iguana Bar & Grill,2.2050191761363633,3.0,24,Tampa
Greenman's Deli,2.9082272727272724,2.5,18,Philadelphia
Greenplate,3.2335540476190476,4.0,47,Cinnaminson
Greko Greek Street Food,3.196608231422371,4.0,267,Nashville
Grill 131,2.639010416666667,3.5,51,Seminole
Grindhouse,2.9070833333333335,3.5,66,Clearwater
Grotto Pizza,2.1693675595238093,2.5,63,Wilmington
Groupers On The Gulf,3.261136679292929,4.5,117,Indian Rocks Beach
Growler's Taphouse,2.7485427340516626,3.5,149,Tucson
Gryphon Cafe,2.879428853779119,4.0,195,Wayne
Guido's Italian Restaurant,2.9617183716461786,3.5,128,Spring Hill
Guilin Chinese,2.467984240673542,3.5,116,Tucson
Gulfport Family Restaurant,0.6299450549450549,3.0,24,Gulfport
Gullifty's Restaurant,2.268719214653605,3.0,270,Bryn Mawr
Gunslingers,1.4143384800295857,2.5,6,Clearwater
Guo Bin Chinese Restaurant,1.941274041420181,3.5,51,Saint Louis
Guru's Indian Cuisine,3.41795937796569,4.5,356,Newtown
Gusto Osteria,2.9539442923210046,4.0,138,Tucson
Gyro Shack,3.359190825213146,4.0,67,Boise
H & T's Homecooking,3.460662878787879,4.0,129,Nashville
HK NOLA,2.8927642330257464,3.5,22,New Orleans
HORN'S EATERY,2.9452628226287407,4.0,597,New Orleans
Hablo Taco,2.5372592182441163,3.5,268,Tampa
Hachi,3.2441644039479938,4.5,258,Chalfont
Hacienda Restaurant & Bar,2.063128224206349,3.0,69,Reno
Hackett's Causeway Cafe and Creamery,3.1856334687303436,4.5,102,Dunedin
Haggen Food & Pharmacy,1.5530129528985506,2.0,28,Goleta
Hai Street Kitchen & Co,2.2984361890389997,3.5,100,Philadelphia
Hakka Beef House,3.576071428571429,4.5,33,Philadelphia
Halal Gyro King,3.1126306818181817,4.5,24,Philadelphia
Half-Way Market,3.262361111111111,4.5,10,Franklin
Ham's Deli,3.2758545918367346,4.0,12,St Charles
Hammerheads Bar & Grille,0.6878124999999999,2.5,15,Philadelphia
Hampton House Waffles & Eatery,2.7261849570072783,3.5,69,Feasterville
Han Dynasty,2.805550606493796,4.0,783,Philadelphia
HandleBar,3.3586674526728615,4.0,153,St Louis
Happy Garden Chinese Restaurant,2.8435073529411765,4.0,6,Indianapolis
Happy Italian Pizzeria,3.1883691371434937,4.0,97,Harahan
Happy Panda,1.423477564102564,3.0,14,Philadelphia
Happy Wok,2.1387499999999995,2.5,10,West Deptford
Harbor Seafood & Oyster Bar,2.7993907110856058,4.0,954,Kenner
Hardee's,1.7581537800237395,2.5,16,Saint Louis
Harold's Soul Food & Chicken,3.6032321428571428,4.0,17,Indianapolis
Harper's Pub & Restaurant,3.631678571428571,3.5,29,Clementon
Harr's Surf & Turf Market Inc,1.7889223944628354,2.0,34,Palm Harbor
Harry & Izzy's,2.9620465042137956,4.0,895,Indianapolis
Harry's Blue Bell Taproom,3.3859910404495164,4.5,131,Blue Bell
Hatter's Cross,3.0932189360119047,4.0,46,Nashville
Havana Dreamers Cafe,3.485533482142857,4.5,145,Trinity
Have A Greener Day,2.116594387755102,5.0,8,Indianapolis
Haveli Indian Cuisine,2.468496639743621,4.0,130,Indianapolis
Hearth Kitchen,2.78026164044289,3.5,97,Kennett Square
Hearthside,3.4546590079530977,4.5,161,Collingswood
Heffe,1.9617949979707792,2.5,61,Philadelphia
Heirloom Fine American Cookery,3.014835147017387,4.0,87,Philadelphia
Helena Avenue Bakery,3.038815608113227,4.0,389,Santa Barbara
Hellas Restaurant,3.1917655758988017,4.5,1368,Tarpon Springs
Hendel's,3.214605118592562,4.5,324,Florissant
Hendricks BBQ,2.3800292393570586,3.5,572,St Charles
Henpeck Village Market,2.3073240039281706,3.0,48,Franklin
Henry's Cafe,2.837231189445475,4.5,38,Pottstown
Henry's Coffee Bistro,2.9017341441536266,3.5,232,Indianapolis
Henry's Pub & Grill,3.247274146001856,3.5,76,Carmel
Herbie's Restaurant,2.327692182699297,3.5,169,Clayton
Herbie's Vintage 72,2.7254943532796565,3.5,141,Saint Louis
Hibachi 2 Go,2.4783017225829727,3.5,105,Philadelphia
Hibachi Steak House & Sushi Bar,2.3624470314682626,3.5,488,Santa Barbara
Hickory Kitchen,3.094598059372414,4.0,157,Doylestown
High Brow Coffee + Tea,2.2488989530641317,4.0,125,Franklin
High Point Cafe,2.890101449275362,4.0,28,Philadelphia
Hilltop Cafe,2.939870535714286,4.0,20,New Port Richey
Hilton Garden Inn Nashville Vanderbilt,2.6331014363324434,3.5,126,Nashville
Hing San,0.5874999999999999,3.5,7,Pottstown
HipCityVeg,3.029095980339654,4.0,1082,Philadelphia
HipCityVeg - University City,3.0575107035959683,4.0,314,Philadelphia
Hippie Hi,2.8791666666666664,4.0,16,Clearwater
Ho-Ho Chinese Restaurant,1.4399156005353104,3.0,34,Saint Charles
Hoang Tofu,3.124119560994561,4.5,77,Nashville
Hob Nob,2.875001181296382,3.0,23,Santa Barbara
Hobnobber Cafe,2.158605714285714,4.5,30,Metairie
Holiday Inn Philadelphia-Cherry Hill,1.7880332597175428,3.0,92,Cherry Hill
Hollyberry Catering,2.889785714285714,4.0,11,St Louis
Hollywood Grill,2.257447544577919,3.5,190,Wilmington
Holmesburg Bakery,3.4678117766203704,4.0,79,Philadelphia
Home Plate Sports Pub,2.3661004900617884,3.5,56,Tucson
Home Wine Kitchen,2.3793367754298598,4.0,186,Saint Louis
Homestretch Inn,2.9065,3.5,10,Swarthmore
Hon's Wok,2.255576392539661,2.5,140,Saint Louis
Honey's Sit-N-Eat,3.0096653654113688,4.0,1396,Philadelphia
Honeydeux,2.1982944173881673,3.5,88,New Orleans
Hong Kong City,2.104125,3.5,27,Clearwater
Hong Kong Express,2.641309523809524,3.0,23,Saint Louis
Hong Kong Restaurant,2.6323666666666665,4.0,19,Columbus
Hong Kong Star Noodle House,0.6658901515151515,3.5,50,Bensalem
Hong Kong Sunny,2.544762784090909,3.0,18,New Hope
Hooka House,1.9296371527777776,3.5,20,Indianapolis
Hooters,1.929576678608046,3.5,109,Tucson
Hot Box Cookies,3.582416666666667,3.0,48,Clayton
Hot Diggity!,2.9311594193863373,4.5,191,Philadelphia
Hot Stuff Spicy Chicken and Fish,2.47370364010989,3.5,129,Antioch
Hot Willy's,3.5639583333333333,4.5,10,Tampa
Hot Wok,2.1686904761904757,3.5,30,Exton
HotBox Pizza,2.32455995951843,3.0,107,Indianapolis
Hotel Du Village,1.7697073993714618,3.5,7,New Hope
Hotshots Sports Bar & Grill,0.9296368446368445,2.5,22,Ballwin
Hott Mess Cafe,2.926875,4.0,5,Tampa
House of Blues Restaurant & Bar,2.692541666666666,4.0,165,New Orleans
House of China,3.218857397810523,4.5,48,Lutz
Howards In Soulard,3.3750279581529576,4.0,57,Saint Louis
Hudsons Canada's Pub,2.6131255210261686,3.5,54,Edmonton
Huge Impact Restaurant,2.1999999999999997,3.5,36,Indianapolis
Hunan Garden,3.6009912109375,4.5,10,Lester
Hungry Howie's Pizza,2.143017803030303,3.5,47,Tucson
Hungry Howie's Pizza & Subs,0.7044444444444444,2.0,16,New Port Richey
Huong Sizzling Wok,2.994123794499771,4.0,102,Indianapolis
Hykel's Submarine Sandwich-Bar,2.8595303030303025,4.0,34,Ardmore
I Love Salad,3.1170690128324057,4.5,89,Indianapolis
IHOP,1.9014769551989774,3.0,69,TAMPA
IRB Sushi,2.637169935168499,3.5,51,Indian Rocks Beach
Ichiban,2.619067843334519,3.5,227,Santa Barbara
Ichiban Buffet,1.3246682707173778,2.5,48,Cherry Hill
Ichicoro Ane,2.3163794474463355,4.0,264,Saint Petersburg
Iggy's Mexican Cantina,2.166705304928989,3.0,24,Valley Park
Iguana's Mexican Restaurant,2.2986354166666665,4.0,74,Brownsburg
Il Giardino,3.072298390151515,4.0,92,Spring House
Il Posto Italian Cafe,2.3645809243831564,4.0,120,New Orleans
Il Tartufo,3.1050217086834735,3.0,85,Philadelphia
Imo's Pizza,2.067398117087001,3.0,120,Saint Louis
Imperial Asian Buffet,1.9641547675643067,3.0,56,Land o lakes
Imperial Pizza,2.1169505494505496,4.0,79,Secane
In & Out Pizza,0.767625,2.0,36,Philadelphia
In Riva,2.926951024106574,4.0,729,Philadelphia
In the Valley,3.51432875,4.0,73,Philadelphia
In-N-Out Burger,2.53807448548864,4.0,228,Goleta
Inchin's Bamboo Garden,3.1286762716450216,4.0,151,Nashville
Incredible Pizza Company - St. Louis,1.5507103738275614,2.5,89,Saint Louis
Independence Brew Pub,3.5497916666666667,4.5,5,Philadelphia
India Café,3.4042718931709315,4.5,165,Indianapolis
India House,1.9376081103501097,2.0,136,Santa Barbara
India Palace,2.678118844118844,3.5,167,Indianapolis
India Sizzling II,3.244765547696351,4.0,169,Indianapolis
Indian Frybread-Manna From Heaven,3.2962865502290217,4.5,84,Tucson
Indianapolis' Incredible Buffet & Fun Center,1.2674999999999998,3.0,10,Indianapolis
Indy 500 Grill,2.6798124999999997,3.0,40,Indianapolis
Indy Tacos,2.969077573838326,4.0,276,Indianapolis
Indy's Family Restaurant,1.4930745655405018,3.0,40,Indianapolis
"Inn at Mendenhall, an Ascend Hotel Collection Member",2.977511785330849,3.5,20,Mendenhall
Intermezzo By Wine Cask,3.5572191762437293,4.5,141,Santa Barbara
Ippolito's Seafood,3.3316639666756855,4.0,101,Philadelphia
Irie Bay Cafe,2.4931303199404757,3.5,16,Tampa
Irie Foods,2.898535714285714,4.0,21,Edmonton
Iris,2.587796602049911,4.0,67,New Orleans
Iron Hill Brewery & Restaurant,2.634508184709337,3.5,289,Voorhees
Isaacs World Famous,2.8875453296703295,4.0,44,Tampa
Ishtar Market and Restaurant,2.4231443602693603,4.5,80,Boise
Islamorada Fish Company Restaurant,2.105122484919189,2.5,136,Tampa
Island Breeze Cafe,3.61675,4.5,12,Madison
Islands Restaurant,3.5702816859066857,3.5,197,Santa Barbara
Italia Pizza & Pasta,2.093756030701754,3.5,24,Goleta
Italian Affair,2.5595297784006172,3.5,153,Glassboro
Italian Centre Shop,3.3987904610707917,4.5,41,Edmonton
Italian Club,3.520277777777778,3.5,8,Tampa
Italian Kitchen,3.08349537037037,3.5,55,Pennsville
Italian Kitchen & Cafe,2.610854846938776,4.0,140,Riverview
Italian Village Pizza & Beer,2.590695346320346,3.0,23,Downingtown
Italiano's,3.5941277356902357,4.5,51,Philadelphia
Ithai & Sushi Restaurant,3.7268749999999997,4.0,63,Largo
Itty-Bitty,3.432545833333333,4.5,33,Granite City
Izakaya Ren,2.660812460571367,4.0,121,Valley Park
Izenberg's Catering & Cafe,2.550871404559946,3.5,86,Conshohocken
Izumi,2.962845153070327,4.0,219,Philadelphia
Izzie's Ice,3.563409090909091,5.0,8,Nashville
Izzo's Illegal Burrito,2.342931318414358,3.0,147,Metairie
J B Dawson's Restaurant & Bar,2.7926539685405007,4.0,256,Langhorne
J D's Restaurant & Lounge,1.7871838337588337,3.0,200,Indian Rocks Beach
J Gilbert's Wood-Fired Steaks & Seafood St Louis,3.1841754592639004,4.0,268,Des Peres
J Sushi,3.50080477994228,4.5,72,Philadelphia
J'aime French Bakery,3.4955884920634923,4.5,310,Philadelphia
J's Seafood Dock,2.9039125938179393,4.0,333,New Orleans
JAS Himalayan,3.21139987244898,3.5,12,Exton
JB'S Island Cafe,3.2327808248299315,4.0,37,Clearwater
JB's Bar & Grill,2.1378882575757574,3.5,7,Metairie
JH Cafe,3.307015702947846,4.5,58,Metairie
Jack Dempsey's Restaurant & Bar,2.4869655889644773,4.0,168,New Orleans
Jack In the Box,1.4769999999999999,3.0,7,Nashville
Jack Patrick's Bar & Grill,2.303067845080616,4.0,102,Saint Louis
Jack in the Box,1.2243294389146033,1.5,86,Goleta
Jack's Bistro & Bagels,3.6593080357142855,3.5,9,Santa Barbara
Jack's Steaks and Shakes,1.6951333532368011,2.5,25,West Chester
Jackson Bar + Eatery,2.75111841759431,4.0,95,Tucson
Jackson's Bar & Bistro - Nashville,2.3136672631608577,3.0,402,Nashville
Jaco Juice and Taco,3.3019064153439155,4.0,130,West Chester
Jaipur Indian Cuisine,2.423525046382189,3.0,22,King of Prussia
Jake's Wayback Burgers,1.8130418019480516,3.0,30,Willow Grove
Jalapeño's 2,3.609161931818182,4.5,77,Reno
Jamaican Jerk Hut,1.7945107359042078,2.5,276,Philadelphia
Jamaican Style Jerk,3.4309216490299823,4.5,52,Indianapolis
Jasmine Rice - Rittenhouse,2.683316326927399,3.5,307,Philadelphia
Jasmine Thai,3.1895796486180403,4.0,195,Brandon
Javan's,2.810890189409097,4.0,30,Goleta
Jay Bee's Diner,2.412367551566081,3.5,37,Edmonton
Jay's Cuban and Mini Mart,2.120773809523809,4.0,7,Thonotosassa
Jay's Favorite Sushi Bar,2.6842327317055736,3.5,97,Philadelphia
Jazmine,2.918596900353246,3.5,455,Reno
Jazz Alley Lounge,2.2499999999999996,3.0,8,Kenner
Jefferson's,2.163043440103314,4.0,130,Brentwood
Jems Deli & Catering,3.6875,4.5,24,Springfield
Jerry Bob's,2.644821998177261,3.0,33,Tucson
Jerry Bob's On Broadway,2.6609290041982976,3.5,55,Tucson
Jerry Bobs,2.5271932494588745,2.5,37,Tucson
Jersey Java and Tea,2.7672314262914983,3.5,134,Haddonfield
Jersey Mike's Subs,2.8730776515151515,3.0,29,Pinellas Park
Jerusalem Cafe,3.4822235576923077,4.0,9,New Orleans
Jerzee's Sports Bar & Pizzeria,2.377628237276298,3.5,64,Glenside
Jesse's Steak and Seafood,2.5592270668872064,4.0,267,Brandon
Jessi's Flaming Fruit Sauce,3.5798013750954927,5.0,5,Tampa
Jet's Pizza,2.023227420306966,2.5,40,Nashville
Jiallo's,3.2514806239082557,4.0,88,Indianapolis
Jim's Buffet,1.4526073232323231,2.0,50,North Wales
Jimboy's Tacos,2.1524335458378427,3.0,44,Sparks
Jimmy B's Eatery & Pub,3.6348502086292616,4.0,42,Indianapolis
Jimmy Guana's,1.9892947081997863,3.0,170,Indian Rocks Beach
Jimmy John's,2.399182241838023,2.5,15,Lawrence
Jimmy The Greek's,2.8871964285714284,3.0,33,Alton
Jjang Ga Nae,2.8821590909090906,4.0,40,Cherry Hill
Joe Bob's Chicken Palace,2.0497493447681534,3.5,62,Reno
Joe Boccardi's Ristorante,2.8489291125541127,3.5,40,Fenton
Joe Gambino's Bakery,2.8394149004930256,3.5,151,Metairie
Joe's Crab Shack,2.4153483911282874,3.0,141,Boise
Joe's Grille,3.383576470877607,4.0,35,Indianapolis
Joe's Pizza,3.2590029761904757,4.0,35,Tampa
Joe's Steaks + Soda Shop,3.188255925907763,4.5,380,Philadelphia
Joel's Pizza Palace,3.1198593073593073,4.0,44,Valrico
Joey B's On The Hill,2.5177309279137883,3.5,238,Saint Louis
Joey's New York Pizza and Italian Restaurant,3.225400103902508,3.5,183,Palm Harbor
Joey's Pizza,3.111186264573169,4.0,75,Thorndale
John's Bar and Grill,1.4377499999999999,3.0,28,Media
John's Village Market & Deli,3.415932886904762,4.0,51,Wayne
John's Village Market - Berwyn,2.8750107142857138,4.0,13,Berwyn
Johnny G's Pizza,2.861131307977736,3.0,11,Philadelphia
Johnny Rockets,2.272082684406439,4.0,520,Reno
Johny's Original Pizza,1.9801875,3.5,54,Prospect Park
Jon's Bar & Grille,1.7770437522303917,3.0,178,Philadelphia
Jonathan Byrd's Cafeteria,2.4538303571428566,3.0,23,Greenwood
Jones,2.7277053995285456,3.5,1141,Philadelphia
Jong Ka Jib,3.2901732442441545,4.5,351,Philadelphia
Jonny's Sports Bar,2.1709281737012986,3.5,47,Nashville
Josef's Vienna Bakery & Cafe,2.6207562835230247,4.0,382,Reno
Joto Thai-Sushi Clearwater,3.271527777777778,3.5,37,Clearwater
Judge Bean's BBQ,2.7829041723318113,3.5,246,Brentwood
Juice Bar - Hillsboro Village,3.643625,3.5,14,Nashville
Juice Envy,3.25339678030303,5.0,26,Tucson
Jungle Bills Tiki Grill,2.225,4.5,15,Clearwater
Jungle Prada Tavern,2.798009726870546,3.5,118,Saint Petersburg
